Ticker,MS(0),ROIC(0),MS(5),ROIC(5),MS(10),ROIC(10)
HMG,0.42,0.05,0.42,0.05,0.42,0.05
HH,2.64,0.41,2.64,0.41,2.64,0.41
HUSA,0.6,0.25,0.6,0.25,0.6,0.25
IBIO,7.58,0.7,4.49,0.36,3.19,0.24
IEC,0.89,0.05,0.89,0.05,0.89,0.05
IG,3.01,0.17,2.82,0.14,2.69,0.13
IMUC,1.69,0.61,0.97,0.35,0.71,0.26
IMO,1.25,0.1,1.25,0.1,1.25,0.1
IOT,0.43,0.02,0.43,0.02,0.43,0.02
IRT,1.03,0.02,1.03,0.02,1.03,0.02
IGC,0.54,0.13,0.54,0.13,0.54,0.13
INFU,1.21,0.12,1.21,0.12,1.21,0.12
IHT,1.61,0.07,1.61,0.07,1.61,0.07
NSPR,2.71,2.37,1.09,1.05,0.75,0.74
IFMI,0.51,0.04,0.51,0.04,0.51,0.04
IDN,1.03,0.51,0.75,0.39,0.61,0.33
INS,2.88,0.45,1.5,0.24,1.08,0.17
THM,0.82,0.17,0.52,0.1,0.37,0.07
INTT,1.28,0.22,0.99,0.17,0.84,0.15
ISR,3.27,0.2,3.02,0.18,2.83,0.17
ISDR,1.62,0.15,1.62,0.15,1.62,0.15
ITI,0.84,0.07,0.73,0.06,0.66,0.06
KIQ,14.28,0.47,13.71,0.45,13.29,0.43
LTS,1.39,0.03,1.39,0.03,1.39,0.03
LGL,0.71,0.15,0.71,0.15,0.71,0.15
LBY,1.59,0.1,1.59,0.1,1.59,0.1
LBMH,3.18,0.25,3.18,0.25,3.18,0.25
LIQT,1.08,0.22,1.03,0.2,0.99,0.2
LEI,0.34,0.09,0.34,0.09,0.34,0.09
MCZ,0.99,0.22,0.77,0.17,0.65,0.14
MSTX,1.09,0.78,0.68,0.46,0.53,0.35
MHH,2.15,0.28,2.15,0.28,2.15,0.28
MDGN,7.47,1.25,4.18,0.66,3.09,0.48
MEA,0.47,0.08,0.47,0.08,0.47,0.08
MXC,0.76,0.02,0.76,0.02,0.76,0.02
MGT,0.74,0.5,0.71,0.48,0.69,0.47
MDW,0.59,0.1,0.59,0.1,0.59,0.1
MGN,2.71,1.0,2.71,1.0,2.71,1.0
NNVC,2.71,0.3,2.1,0.23,1.77,0.19
NHC,0.89,0.07,0.89,0.07,0.89,0.07
NAVB,21.4,2.07,3.68,0.56,2.18,0.35
NTIP,1.85,0.21,1.85,0.21,1.85,0.21
CUR,5.73,0.8,3.32,0.48,2.47,0.36
UWN,0.86,0.08,0.83,0.08,0.81,0.07
GBR,0.53,0.07,0.53,0.07,0.53,0.07
NEN,1.16,0.06,1.16,0.06,1.16,0.06
NOG,0.64,0.17,0.64,0.17,0.64,0.17
NBY,5.28,2.14,1.02,0.61,0.61,0.38
NCQ,0.92,0.26,0.92,0.26,0.92,0.26
NG,2.6,0.07,2.6,0.07,2.6,0.07
NTN,2.07,0.23,2.07,0.23,2.07,0.23
OGEN,3.0,0.68,1.09,0.27,0.7,0.18
TIS,1.35,0.09,1.35,0.09,1.35,0.09
ONVO,7.72,0.72,6.1,0.57,5.28,0.49
ONP,0.41,0.08,0.41,0.08,0.41,0.08
OESX,1.12,0.44,1.03,0.41,0.97,0.38
OSGB,0.8,0.04,0.8,0.04,0.8,0.04
ORM,0.82,0.01,0.82,0.01,0.82,0.01
PTN,1.07,0.91,0.62,0.37,0.46,0.25
PARR,1.36,0.14,1.36,0.14,1.36,0.14
PZG,4.81,0.23,4.81,0.23,4.81,0.23
PED,1.14,0.3,1.14,0.3,1.14,0.3
PFNX,4.35,0.27,3.73,0.22,3.35,0.19
PIP,4.73,1.04,1.62,0.32,1.02,0.2
PW,0.93,0.05,0.93,0.05,0.93,0.05
APTS,0.9,0.01,0.9,0.01,0.9,0.01
PLX,3.4,0.52,1.75,0.28,1.24,0.21
PVCT,6.36,0.97,4.17,0.6,3.24,0.46
RLGT,1.67,0.09,1.67,0.09,1.67,0.09
REE,2.94,1.35,0.68,0.4,0.4,0.25
REED,4.33,0.13,4.33,0.13,4.33,0.13
RWC,2.45,0.08,2.45,0.08,2.45,0.08
RCG,0.29,0.03,0.29,0.03,0.29,0.03
RVP,2.64,0.11,2.52,0.11,2.42,0.1
RVM,0.77,0.87,0.65,0.81,0.56,0.75
RNN,3.82,0.54,2.67,0.39,2.17,0.32
REI,1.78,0.09,1.78,0.09,1.78,0.09
SGA,1.41,0.13,1.41,0.13,1.41,0.13
SSN,0.6,0.27,0.6,0.27,0.6,0.27
SPP,0.6,0.15,0.6,0.15,0.6,0.15
SARA,1.67,0.59,1.67,0.59,1.67,0.59
SVT,0.57,0.18,0.57,0.18,0.57,0.18
SIF,0.89,0.08,0.89,0.08,0.89,0.08
SVBL,0.6,0.15,0.6,0.15,0.6,0.15
SKY,0.66,0.27,0.66,0.27,0.66,0.27
SLI,1.31,0.25,1.05,0.2,0.9,0.17
XPL,1.84,0.12,1.84,0.12,1.84,0.12
LOV,3.2,0.36,2.42,0.27,2.02,0.22
STRP,9.33,0.1,9.33,0.1,9.33,0.1
SSY,0.44,0.1,0.44,0.1,0.44,0.1
SDPI,1.5,0.05,1.5,0.05,1.5,0.05
STS,1.33,0.12,1.33,0.12,1.33,0.12
SYRG,1.71,0.08,1.71,0.08,1.71,0.08
SYN,8.21,3.06,2.97,0.78,1.95,0.48
TIK,2.0,0.34,1.2,0.21,0.89,0.16
TGC,0.4,0.12,0.4,0.12,0.4,0.12
TXMD,19.8,1.68,9.13,0.77,6.68,0.56
TPI,0.17,0.05,0.17,0.05,0.17,0.05
TLR,0.47,0.16,0.47,0.16,0.47,0.16
TAT,0.71,0.1,0.71,0.1,0.71,0.1
TRXC,1.87,0.48,1.36,0.35,1.13,0.29
TPLM,0.47,0.07,0.47,0.07,0.47,0.07
TRT,0.47,0.03,0.46,0.03,0.45,0.03
HTM,0.65,0.04,0.65,0.04,0.65,0.04
UAMY,6.01,0.09,6.01,0.09,6.01,0.09
UUU,0.68,0.18,0.62,0.17,0.59,0.16
UQM,1.68,0.39,1.04,0.25,0.79,0.19
URG,1.64,0.14,1.23,0.1,1.02,0.09
URZ,7.1,0.76,7.1,0.76,7.1,0.76
UEC,4.54,0.36,4.54,0.36,4.54,0.36
VTG,0.81,0.08,0.81,0.08,0.81,0.08
VSR,0.7,0.05,0.7,0.05,0.7,0.05
VII,0.37,0.42,0.27,0.29,0.22,0.23
VHC,7.92,0.82,7.07,0.71,6.5,0.64
VGZ,1.07,0.36,1.07,0.36,1.07,0.36
VNRX,19.16,2.79,5.06,0.76,3.19,0.48
VISI,1.04,0.07,1.04,0.07,1.04,0.07
WYY,2.26,0.1,2.26,0.1,2.26,0.1
WTT,1.25,0.21,1.0,0.17,0.87,0.15
YUMA,0.62,0.09,0.62,0.09,0.62,0.09
ZBB,1.53,0.62,0.96,0.38,0.73,0.29
MMM,3.43,0.27,2.95,0.23,2.64,0.21
AHC,0.54,0.04,0.54,0.04,0.54,0.04
ATEN,1.5,0.42,0.93,0.26,0.72,0.2
AIR,0.88,0.05,0.88,0.05,0.88,0.05
AAN,1.24,0.06,1.24,0.06,1.24,0.06
ABT,1.93,0.09,1.75,0.09,1.63,0.08
ABBV,4.32,0.27,3.25,0.2,2.7,0.17
ANF,0.77,0.07,0.77,0.07,0.77,0.07
ABM,0.96,0.06,0.96,0.06,0.96,0.06
AKR,1.23,0.02,1.23,0.02,1.23,0.02
ACN,3.47,0.26,3.47,0.26,3.47,0.26
ACCO,0.77,0.08,0.77,0.08,0.77,0.08
ACW,0.89,0.05,0.89,0.05,0.89,0.05
ACE,0.49,0.04,0.49,0.04,0.49,0.04
ACT,2.52,0.08,2.41,0.08,2.34,0.07
ATU,1.09,0.1,1.09,0.1,1.09,0.1
AYI,3.44,0.15,3.44,0.15,3.44,0.15
ADT,1.14,0.06,1.14,0.06,1.14,0.06
AAP,1.54,0.11,1.54,0.11,1.54,0.11
ACM,0.71,0.03,0.71,0.03,0.71,0.03
HIVE,2.13,0.44,1.42,0.28,1.12,0.22
ARO,0.8,0.38,0.8,0.38,0.8,0.38
AET,0.89,0.08,0.89,0.08,0.89,0.08
AFM,0.43,0.1,0.43,0.1,0.43,0.1
AFL,0.3,0.04,0.3,0.04,0.3,0.04
MITT,0.17,0.01,0.17,0.01,0.17,0.01
AGCO,0.72,0.12,0.64,0.11,0.58,0.1
A,2.1,0.16,1.64,0.13,1.39,0.11
GAS,0.75,0.08,0.75,0.08,0.75,0.08
ADC,1.31,0.05,1.31,0.05,1.31,0.05
AL,0.37,0.06,0.37,0.06,0.37,0.06
APD,2.18,0.08,2.13,0.08,2.09,0.08
AYR,0.93,0.06,0.93,0.06,0.93,0.06
ARG,1.73,0.11,1.73,0.11,1.73,0.11
AKS,0.68,0.05,0.68,0.05,0.68,0.05
ALG,1.44,0.1,1.44,0.1,1.44,0.1
ALK,1.56,0.16,1.56,0.16,1.56,0.16
AIN,1.53,0.12,1.31,0.1,1.18,0.09
ALB,1.82,0.1,1.74,0.1,1.67,0.09
AA,0.68,0.04,0.67,0.04,0.66,0.04
ALR,1.17,0.04,1.09,0.03,1.03,0.03
ALEX,1.17,0.03,1.17,0.03,1.17,0.03
ALX,2.35,0.07,2.35,0.07,2.35,0.07
ARE,1.28,0.02,1.28,0.02,1.28,0.02
Y,0.4,0.04,0.4,0.04,0.4,0.04
ATI,0.8,0.02,0.8,0.02,0.8,0.02
ALE,0.85,0.05,0.85,0.05,0.85,0.05
ADS,1.4,0.07,1.4,0.07,1.4,0.07
AOI,0.77,0.05,0.77,0.05,0.77,0.05
LNT,0.9,0.05,0.9,0.05,0.9,0.05
AWH,0.4,0.04,0.4,0.04,0.4,0.04
ALSN,1.73,0.13,1.63,0.12,1.55,0.11
ALL,0.31,0.04,0.31,0.04,0.31,0.04
ALJ,0.78,0.09,0.78,0.09,0.78,0.09
ALDW,2.03,0.26,2.03,0.26,2.03,0.26
ANR,0.38,0.08,0.38,0.08,0.38,0.08
RESI,0.54,0.08,0.54,0.08,0.54,0.08
MO,3.36,0.22,3.36,0.22,3.36,0.22
AMBR,2.2,0.34,1.8,0.28,1.57,0.24
AMC,1.05,0.04,1.05,0.04,1.05,0.04
AEE,0.76,0.06,0.76,0.06,0.76,0.06
AMRC,0.68,0.04,0.68,0.04,0.68,0.04
AAT,1.49,0.04,1.49,0.04,1.49,0.04
AXL,1.04,0.08,1.04,0.08,1.04,0.08
ACC,1.33,0.03,1.33,0.03,1.33,0.03
AEO,1.93,0.09,1.93,0.09,1.93,0.09
AEP,0.81,0.06,0.81,0.06,0.81,0.06
AEL,0.06,0.01,0.06,0.01,0.06,0.01
AFG,0.15,0.01,0.15,0.01,0.15,0.01
AMH,0.65,0.0,0.65,0.0,0.65,0.0
AIG,0.21,0.02,0.21,0.02,0.21,0.02
AMID,0.86,0.02,0.86,0.02,0.86,0.02
ARL,0.76,0.01,0.76,0.01,0.76,0.01
ARPI,1.02,0.02,1.02,0.02,1.02,0.02
AWR,1.38,0.09,1.38,0.09,1.38,0.09
AMT,2.58,0.07,2.58,0.07,2.58,0.07
AVD,0.87,0.01,0.87,0.01,0.87,0.01
AWK,1.0,0.06,1.0,0.06,1.0,0.06
APU,1.58,0.01,1.58,0.01,1.58,0.01
AMP,0.18,0.02,0.18,0.02,0.18,0.02
ABC,1.09,0.03,1.09,0.03,1.09,0.03
AHS,1.9,0.11,1.9,0.11,1.9,0.11
AP,0.34,0.01,0.34,0.01,0.34,0.01
APH,2.86,0.16,2.86,0.16,2.86,0.16
AXR,0.3,0.03,0.3,0.03,0.3,0.03
AME,2.23,0.14,2.23,0.14,2.23,0.14
APC,1.02,0.11,1.02,0.11,1.02,0.11
AXE,1.01,0.11,1.01,0.11,1.01,0.11
ANN,1.66,0.11,1.66,0.11,1.66,0.11
AR,1.38,0.17,1.38,0.17,1.38,0.17
ANTM,0.9,0.07,0.9,0.07,0.9,0.07
ANH,0.09,0.0,0.09,0.0,0.09,0.0
AOL,1.05,0.06,1.05,0.06,1.05,0.06
AON,1.14,0.07,1.14,0.07,1.14,0.07
APA,0.65,0.14,0.65,0.14,0.65,0.14
AIV,1.68,0.04,1.68,0.04,1.68,0.04
ARI,1.0,0.01,1.0,0.01,1.0,0.01
APO,0.82,0.04,0.82,0.04,0.82,0.04
AMTG,0.91,0.01,0.91,0.01,0.91,0.01
AIT,1.4,0.13,1.4,0.13,1.4,0.13
ATR,1.96,0.12,1.96,0.12,1.96,0.12
WTR,1.2,0.06,1.2,0.06,1.2,0.06
ARMK,1.29,0.06,1.29,0.06,1.29,0.06
ABR,0.44,0.02,0.44,0.02,0.44,0.02
ARC,1.49,0.07,1.49,0.07,1.49,0.07
ARCX,1.11,0.02,1.11,0.02,1.11,0.02
ACI,0.64,0.02,0.64,0.02,0.64,0.02
ADM,0.82,0.07,0.82,0.07,0.82,0.07
AFC,2.5,0.07,2.5,0.07,2.5,0.07
ACRE,0.89,0.01,0.89,0.01,0.89,0.01
AGX,1.21,0.16,1.21,0.16,1.21,0.16
ANET,5.35,0.44,3.83,0.29,3.16,0.23
AI,0.94,0.03,0.94,0.03,0.94,0.03
AHH,0.51,0.04,0.51,0.04,0.51,0.04
ARR,0.08,0.0,0.08,0.0,0.08,0.0
AWI,1.62,0.08,1.62,0.08,1.62,0.08
ARW,0.65,0.07,0.65,0.07,0.65,0.07
AJG,1.3,0.03,1.3,0.03,1.3,0.03
APAM,2.37,0.32,2.37,0.32,2.37,0.32
ABG,1.74,0.14,1.74,0.14,1.74,0.14
AHP,0.94,0.04,0.94,0.04,0.94,0.04
AHT,1.05,0.03,1.05,0.03,1.05,0.03
ASH,1.17,0.06,1.13,0.06,1.1,0.06
ASPN,1.11,0.17,0.99,0.15,0.92,0.14
AHL,0.34,0.03,0.34,0.03,0.34,0.03
AEC,1.64,0.03,1.64,0.03,1.63,0.03
AIZ,0.18,0.02,0.18,0.02,0.18,0.02
AGO,0.37,0.1,0.37,0.1,0.37,0.1
T,0.89,0.08,0.89,0.08,0.89,0.08
AT,0.75,0.04,0.74,0.04,0.74,0.04
ATLS,0.45,0.02,0.45,0.02,0.45,0.02
ARP,0.8,0.22,0.8,0.22,0.8,0.22
ATO,0.94,0.07,0.94,0.07,0.94,0.07
ATW,0.8,0.09,0.8,0.09,0.8,0.09
ALV,1.65,0.16,1.37,0.14,1.21,0.12
AN,1.24,0.1,1.24,0.1,1.24,0.1
AZO,3.33,0.25,3.33,0.25,3.33,0.25
AVB,1.82,0.04,1.82,0.04,1.82,0.04
AVY,1.34,0.11,1.34,0.11,1.34,0.11
AVA,0.79,0.06,0.79,0.06,0.79,0.06
AVT,0.7,0.07,0.7,0.07,0.7,0.07
AVP,1.19,0.08,1.19,0.08,1.19,0.08
AVX,0.99,0.09,0.99,0.09,0.99,0.09
AXLL,0.79,0.02,0.79,0.02,0.79,0.02
AXS,0.32,0.04,0.32,0.04,0.32,0.04
AZZ,1.68,0.11,1.68,0.11,1.68,0.11
BGS,1.66,0.07,1.66,0.07,1.66,0.07
BWC,1.32,0.14,1.21,0.13,1.13,0.12
BMI,2.99,0.14,2.99,0.14,2.99,0.14
BHI,1.26,0.13,1.18,0.12,1.13,0.12
BLL,1.77,0.11,1.77,0.11,1.77,0.11
BALT,0.51,0.03,0.51,0.03,0.51,0.03
BK,0.25,0.01,0.25,0.01,0.25,0.01
RATE,1.22,0.05,1.17,0.04,1.14,0.04
BKS,0.38,0.06,0.38,0.06,0.38,0.06
B,1.33,0.08,1.33,0.08,1.33,0.08
CUDA,5.46,0.13,4.31,0.1,3.69,0.09
BAS,0.82,0.05,0.82,0.05,0.82,0.05
BAX,1.84,0.16,1.61,0.14,1.46,0.13
BZH,1.01,0.03,1.01,0.03,1.01,0.03
BDX,2.15,0.15,1.99,0.14,1.87,0.13
BDC,1.75,0.09,1.61,0.08,1.52,0.08
BEL,1.17,0.04,1.17,0.04,1.17,0.04
BMS,1.58,0.11,1.53,0.11,1.49,0.11
BHE,0.77,0.06,0.77,0.06,0.77,0.06
BBY,0.92,0.1,0.92,0.1,0.92,0.1
BIG,1.57,0.14,1.57,0.14,1.57,0.14
BH,0.97,0.02,0.97,0.02,0.97,0.02
BBG,0.59,0.08,0.59,0.08,0.59,0.08
BIOA,1.75,0.37,1.31,0.27,1.08,0.22
BMR,1.14,0.02,1.14,0.02,1.14,0.02
BIO,1.31,0.11,1.1,0.09,0.97,0.08
BKH,0.9,0.06,0.9,0.06,0.9,0.06
BLK,0.29,0.02,0.29,0.02,0.29,0.02
BLT,1.33,0.08,1.33,0.08,1.33,0.08
BCRH,0.82,0.08,0.82,0.08,0.82,0.08
BXC,0.95,0.03,0.95,0.03,0.95,0.03
BTH,0.63,0.16,0.63,0.16,0.63,0.16
BWP,0.94,0.05,0.94,0.05,0.94,0.05
BA,1.14,0.11,1.04,0.1,0.97,0.09
BCC,1.48,0.12,1.48,0.12,1.48,0.12
BCEI,1.03,0.15,1.03,0.15,1.03,0.15
BAH,2.06,0.16,2.06,0.16,2.06,0.16
BWA,2.1,0.13,2.1,0.13,2.1,0.13
SAM,5.88,0.27,5.88,0.27,5.88,0.27
BXP,1.57,0.04,1.57,0.04,1.57,0.04
BSX,1.66,0.1,1.45,0.09,1.3,0.08
BYD,1.1,0.05,1.1,0.05,1.1,0.05
BPT,1487.03,1.14,1487.03,1.14,1487.03,1.14
BERY,1.53,0.06,1.53,0.06,1.53,0.06
BRC,1.49,0.18,1.36,0.16,1.27,0.15
BDN,1.06,0.03,1.06,0.03,1.06,0.03
BPI,0.75,0.09,0.75,0.09,0.75,0.09
BGG,0.81,0.27,0.52,0.17,0.4,0.13
BFAM,1.9,0.07,1.9,0.07,1.9,0.07
EAT,2.92,0.17,2.92,0.17,2.92,0.17
BCO,0.8,0.06,0.8,0.06,0.8,0.06
BMY,3.45,0.21,2.53,0.15,2.08,0.13
BRS,0.91,0.05,0.91,0.05,0.91,0.05
BRX,1.37,0.04,1.37,0.04,1.37,0.04
BR,3.35,0.19,3.35,0.19,3.35,0.19
BKD,1.24,0.03,1.24,0.03,1.24,0.03
BRO,1.28,0.07,1.28,0.07,1.28,0.07
BWS,1.28,0.1,1.28,0.1,1.28,0.1
BRT,0.85,0.01,0.85,0.01,0.85,0.01
BC,1.78,0.15,1.6,0.13,1.48,0.12
BPL,1.7,0.06,1.7,0.06,1.7,0.06
BKE,4.24,0.45,4.24,0.45,4.24,0.45
BBW,1.62,0.13,1.62,0.13,1.62,0.13
BG,0.76,0.04,0.76,0.04,0.76,0.04
BURL,2.0,0.1,2.0,0.1,2.0,0.1
CJES,1.35,0.1,1.34,0.09,1.32,0.09
BCR,2.8,0.21,2.41,0.18,2.17,0.17
CAB,0.96,0.05,0.96,0.05,0.96,0.05
CVC,2.53,0.14,2.53,0.14,2.53,0.14
CBT,1.02,0.09,0.97,0.08,0.93,0.08
COG,2.81,0.2,2.81,0.2,2.81,0.2
CACI,1.0,0.07,1.0,0.07,1.0,0.07
CAP,0.99,0.06,0.99,0.06,0.99,0.06
CCC,2.08,0.13,2.01,0.13,1.96,0.13
CWT,0.85,0.04,0.85,0.04,0.85,0.04
CALX,1.19,0.28,0.73,0.17,0.56,0.13
ELY,1.43,0.21,1.24,0.18,1.12,0.17
CPE,1.03,0.06,1.03,0.06,1.03,0.06
CPN,1.17,0.11,1.17,0.11,1.17,0.11
CBM,2.73,0.14,2.55,0.13,2.43,0.12
CPT,1.56,0.04,1.56,0.04,1.56,0.04
CAM,1.05,0.1,1.05,0.1,1.05,0.1
CPB,2.29,0.16,2.19,0.16,2.11,0.15
CCG,0.88,0.12,0.88,0.12,0.88,0.12
CMN,3.66,0.15,3.47,0.14,3.34,0.14
CSU,1.64,0.02,1.64,0.02,1.64,0.02
CMO,0.99,0.01,0.99,0.01,0.99,0.01
CRR,0.88,0.1,0.88,0.1,0.88,0.1
CAH,1.23,0.07,1.23,0.07,1.23,0.07
CRCM,1.25,0.48,1.02,0.4,0.9,0.36
CSL,1.9,0.12,1.85,0.12,1.82,0.11
KMX,1.81,0.08,1.81,0.08,1.81,0.08
CCL,1.13,0.05,1.13,0.05,1.13,0.05
CUK,1.19,0.05,1.19,0.05,1.19,0.05
CRS,0.93,0.06,0.93,0.06,0.93,0.06
CSV,0.87,0.05,0.87,0.05,0.87,0.05
CRI,2.94,0.18,2.94,0.18,2.94,0.18
CSH,0.68,0.12,0.68,0.12,0.68,0.12
CAS,0.68,0.15,0.68,0.15,0.68,0.15
CSLT,3.23,0.46,2.64,0.38,2.31,0.33
CTLT,1.87,0.09,1.87,0.09,1.87,0.09
CTT,1.08,0.01,1.08,0.01,1.08,0.01
CAT,1.07,0.09,0.99,0.08,0.94,0.08
CATO,1.91,0.15,1.91,0.15,1.91,0.15
CBZ,0.66,0.07,0.66,0.07,0.66,0.07
CBL,1.21,0.06,1.21,0.06,1.21,0.06
CBG,1.99,0.11,1.99,0.11,1.99,0.11
CBS,1.69,0.12,1.69,0.12,1.69,0.12
CDI,0.74,0.09,0.74,0.09,0.74,0.09
FUN,2.37,0.21,2.37,0.21,2.37,0.21
CDR,1.0,0.04,1.0,0.04,1.0,0.04
CGI,1.2,0.06,1.2,0.06,1.2,0.06
CE,1.48,0.11,1.43,0.1,1.4,0.1
CNC,1.63,0.09,1.63,0.09,1.63,0.09
CNP,0.79,0.04,0.79,0.04,0.79,0.04
CCS,0.96,0.05,0.96,0.05,0.96,0.05
CTL,0.82,0.05,0.82,0.05,0.82,0.05
CVO,1.18,0.04,1.18,0.04,1.18,0.04
CF,1.63,0.2,1.63,0.2,1.63,0.2
CSG,1.13,0.02,1.13,0.02,1.13,0.02
ECOM          ,2.17,0.38,1.64,0.29,1.38,0.25
CRL,2.34,0.1,2.34,0.1,2.34,0.1
CLDT,1.43,0.03,1.43,0.03,1.43,0.03
HELI,0.56,0.2,0.56,0.2,0.56,0.2
CKP,0.7,0.07,0.65,0.07,0.62,0.06
CHGG,2.1,0.37,1.48,0.26,1.2,0.21
CHE,2.64,0.2,2.64,0.2,2.64,0.2
CHMT,0.98,0.26,0.94,0.25,0.91,0.24
CHMI,0.26,0.01,0.26,0.01,0.26,0.01
CHK,0.52,0.08,0.52,0.08,0.52,0.08
CHKR,1.51,0.33,1.51,0.33,1.51,0.33
CHSP,1.47,0.05,1.47,0.05,1.47,0.05
CPK,1.12,0.07,1.12,0.07,1.12,0.07
CVX,0.88,0.08,0.88,0.08,0.88,0.08
CBI,0.76,0.1,0.76,0.1,0.76,0.1
CHS,1.86,0.13,1.86,0.13,1.86,0.13
CIM,0.64,0.03,0.64,0.03,0.64,0.03
CO,18.78,0.11,16.39,0.1,14.86,0.09
CGA,0.23,0.08,0.23,0.08,0.23,0.08
CMG,7.42,0.31,7.42,0.31,7.42,0.31
CHH,6.67,0.34,6.67,0.34,6.67,0.34
CBK,1.18,0.13,1.18,0.13,1.18,0.13
CB,0.51,0.06,0.51,0.06,0.51,0.06
CHD,2.74,0.15,2.74,0.15,2.74,0.15
CBR,0.59,0.06,0.59,0.06,0.59,0.06
CIEN,1.96,0.22,1.26,0.14,0.97,0.11
CI,0.7,0.06,0.7,0.06,0.7,0.06
XEC,1.38,0.1,1.38,0.1,1.38,0.1
CBB,1.42,0.06,1.42,0.06,1.42,0.06
CNK,1.69,0.09,1.69,0.09,1.69,0.09
CIR,1.43,0.09,1.43,0.09,1.43,0.09
C,0.41,0.01,0.41,0.01,0.41,0.01
CIA,0.23,0.01,0.23,0.01,0.23,0.01
CVEO,0.63,0.17,0.63,0.17,0.63,0.17
CLC,1.98,0.12,1.98,0.12,1.98,0.12
CWEI,0.91,0.08,0.91,0.08,0.91,0.08
CLH,1.25,0.05,1.25,0.05,1.25,0.05
CCO,1.41,0.05,1.41,0.05,1.41,0.05
CLW,1.14,0.07,1.14,0.07,1.14,0.07
CNL,1.06,0.07,1.06,0.07,1.06,0.07
CLF,1.27,1.1,1.27,1.1,1.27,1.1
CLX,3.6,0.26,3.33,0.23,3.14,0.22
CLD,0.43,0.06,0.43,0.06,0.43,0.06
MYCC,1.14,0.04,1.14,0.04,1.14,0.04
CMS,0.96,0.06,0.96,0.06,0.96,0.06
CNA,0.24,0.02,0.24,0.02,0.24,0.02
CNO,0.19,0.02,0.19,0.02,0.19,0.02
COH,3.26,0.23,3.26,0.23,3.26,0.23
CIE,1.41,0.1,1.41,0.1,1.41,0.1
KO,2.39,0.1,2.39,0.1,2.39,0.1
CCE,1.7,0.11,1.7,0.11,1.7,0.11
CDE,0.86,0.62,0.82,0.6,0.79,0.59
CNS,6.41,0.41,6.41,0.41,6.41,0.41
CFX,1.06,0.06,1.06,0.06,1.06,0.06
CL,5.11,0.26,5.11,0.26,5.11,0.26
CLNY,0.97,0.02,0.97,0.02,0.97,0.02
CXP,1.11,0.02,1.11,0.02,1.11,0.02
CCZ,1.54,0.05,1.54,0.05,1.54,0.05
FIX,1.22,0.07,1.22,0.07,1.22,0.07
CMC,0.92,0.08,0.92,0.08,0.92,0.08
CYH,0.85,0.05,0.85,0.05,0.85,0.05
CODI,0.92,0.04,0.92,0.04,0.92,0.04
CMP,2.19,0.2,2.19,0.2,2.19,0.2
CSC,1.12,0.09,1.12,0.09,1.12,0.09
CRK,0.57,0.06,0.57,0.06,0.57,0.06
CAG,1.36,0.07,1.36,0.07,1.36,0.07
CXO,1.55,0.1,1.55,0.1,1.55,0.1
COP,0.9,0.07,0.9,0.07,0.9,0.07
CNX,0.86,0.02,0.86,0.02,0.86,0.02
ED,0.7,0.05,0.7,0.05,0.7,0.05
STZ,1.99,0.1,1.99,0.1,1.99,0.1
TCS,1.77,0.06,1.77,0.06,1.77,0.06
CBPX,1.89,0.08,1.89,0.08,1.89,0.08
CLR,1.64,0.13,1.64,0.13,1.64,0.13
VLRS,3.72,0.06,3.72,0.06,3.72,0.06
CVG,1.06,0.06,1.04,0.06,1.04,0.06
CNW,0.98,0.08,0.98,0.08,0.98,0.08
COO,2.34,0.09,2.25,0.09,2.18,0.09
CTB,1.13,0.11,1.13,0.11,1.13,0.11
CPS,0.88,0.08,0.88,0.08,0.88,0.08
CLB,8.56,0.51,8.56,0.51,8.56,0.51
CLGX,1.39,0.05,1.39,0.05,1.39,0.05
CORR,0.95,0.02,0.95,0.02,0.95,0.02
COR,1.3,0.04,1.3,0.04,1.3,0.04
GLW,1.05,0.09,0.98,0.09,0.92,0.08
OFC,1.25,0.04,1.25,0.04,1.24,0.04
CXW,1.85,0.08,1.85,0.08,1.85,0.08
COT,0.85,0.04,0.85,0.04,0.85,0.04
COTY,1.92,0.09,1.92,0.09,1.92,0.09
COUP,3.22,0.22,2.31,0.16,1.87,0.13
CUZ,1.13,0.02,1.13,0.02,1.13,0.02
CVA,1.18,0.03,1.18,0.03,1.18,0.03
CR,1.27,0.09,1.27,0.09,1.27,0.09
CEQP,0.44,0.01,0.44,0.01,0.44,0.01
CRT,11.05,1.26,11.05,1.26,11.05,1.26
CAPL,1.79,0.04,1.79,0.04,1.79,0.04
CCK,1.33,0.09,1.33,0.09,1.33,0.09
CRY,1.67,0.1,1.47,0.09,1.33,0.08
CSS,0.84,0.11,0.84,0.11,0.84,0.11
CST,1.29,0.12,1.29,0.12,1.29,0.12
CSX,1.4,0.11,1.4,0.11,1.4,0.11
CTS,1.46,0.14,1.27,0.12,1.15,0.11
CUBE,1.84,0.03,1.84,0.03,1.84,0.03
CUB,1.22,0.09,1.15,0.09,1.1,0.08
CFI,1.98,0.13,1.98,0.13,1.98,0.13
CMI,1.7,0.2,1.5,0.18,1.36,0.16
CW,1.34,0.1,1.27,0.1,1.22,0.09
CVT,3.82,0.07,3.43,0.06,3.18,0.06
CVI,1.23,0.12,1.23,0.12,1.23,0.12
UAN,1.96,0.14,1.96,0.14,1.96,0.14
